_id,problem_id,solution_desc,solution_timestamp,time_elapsed,__v
6686e0a33e5e901d6c6216ff,66799a2ada3f76f28319142a,Number of variables = 2\r\nNumber of constraints = 3\r\nSolving with Glop solver v9.10.4067\r\nSolution:\r\nObjective value = 34.0\r\nx = 6.0\r\ny = 4.0\r\n\r\nAdvanced usage:\r\nProblem solved in 2 milliseconds\r\nProblem solved in 2 iterations,2024-07-04T17:49:23.606Z,185,0
6686e0aa3e5e901d6c621701,66799a2ada3f76f28319142b,Number of variables = 2\r\nNumber of constraints = 4\r\nSolving with Glop solver v9.10.4067\r\nSolution:\r\nObjective value = 5.0\r\nx = 1.0\r\ny = 2.0\r\n\r\nAdvanced usage:\r\nProblem solved in 1 milliseconds\r\nProblem solved in 0 iterations,2024-07-04T17:49:30.818Z,113,0
6686e0b43e5e901d6c621703,66799a2ada3f76f28319142c,Number of variables = 2\r\nNumber of constraints = 4\r\nSolving with Glop solver v9.10.4067\r\nSolution:\r\nObjective value = 20.8\r\nx = 5.6\r\ny = 3.2\r\n\r\nAdvanced usage:\r\nProblem solved in 3 milliseconds\r\nProblem solved in 2 iterations,2024-07-04T17:49:40.988Z,125,0
6686e0bc3e5e901d6c621705,66799a2ada3f76f28319142d,Number of variables = 2\r\nNumber of constraints = 4\r\nSolving with Glop solver v9.10.4067\r\nSolution:\r\nObjective value = 10.0\r\nx = 2.0\r\ny = 1.0\r\n\r\nAdvanced usage:\r\nProblem solved in 1 milliseconds\r\nProblem solved in 0 iterations,2024-07-04T17:49:48.232Z,113,0
6686e0c33e5e901d6c621707,66799a2ada3f76f28319142e,Number of variables = 2\r\nNumber of constraints = 4\r\nSolving with Glop solver v9.10.4067\r\nSolution:\r\nObjective value = 17.2\r\nx = 1.5\r\ny = 5.2\r\n\r\nAdvanced usage:\r\nProblem solved in 2 milliseconds\r\nProblem solved in 1 iterations,2024-07-04T17:49:55.754Z,107,0
6686e0ca3e5e901d6c621709,66799a2ada3f76f28319142f,Number of variables = 2\r\nNumber of constraints = 4\r\nSolving with Glop solver v9.10.4067\r\nSolution:\r\nObjective value = 3.0\r\nx = 1.0\r\ny = 1.0\r\n\r\nAdvanced usage:\r\nProblem solved in 1 milliseconds\r\nProblem solved in 0 iterations,2024-07-04T17:50:02.896Z,115,0
6686e0d13e5e901d6c62170b,66799a2ada3f76f283191430,Number of variables = 2\r\nNumber of constraints = 4\r\nSolving with Glop solver v9.10.4067\r\nSolution:\r\nObjective value = 14.0\r\nx = 1.0\r\ny = 4.0\r\n\r\nAdvanced usage:\r\nProblem solved in 1 milliseconds\r\nProblem solved in 1 iterations,2024-07-04T17:50:09.470Z,112,0
6686e0d83e5e901d6c62170d,66799a2ada3f76f283191431,Number of variables = 2\r\nNumber of constraints = 4\r\nSolving with Glop solver v9.10.4067\r\nSolution:\r\nObjective value = 3.5\r\nx = 1.5\r\ny = 1.0\r\n\r\nAdvanced usage:\r\nProblem solved in 1 milliseconds\r\nProblem solved in 0 iterations,2024-07-04T17:50:16.388Z,112,0
6686e0e03e5e901d6c62170f,66799a2ada3f76f283191432,Number of variables = 2\r\nNumber of constraints = 4\r\nSolving with Glop solver v9.10.4067\r\nSolution:\r\nObjective value = 21.5\r\nx = 4.4\r\ny = 2.1\r\n\r\nAdvanced usage:\r\nProblem solved in 1 milliseconds\r\nProblem solved in 2 iterations,2024-07-04T17:50:24.027Z,121,0
6686e0e83e5e901d6c621711,66799a2ada3f76f283191433,Number of variables = 2\r\nNumber of constraints = 4\r\nSolving with Glop solver v9.10.4067\r\nSolution:\r\nObjective value = 22.3\r\nx = 4.3\r\ny = 1.7\r\n\r\nAdvanced usage:\r\nProblem solved in 2 milliseconds\r\nProblem solved in 2 iterations,2024-07-04T17:50:32.370Z,112,0
