_id,credits_used,problem_desc.NumEmployees,problem_desc.NumShifts,problem_desc.NumDays,problem_timestamp,problem_state,problem_desc.Locations[0].Latitude,problem_desc.Locations[1].Latitude,problem_desc.Locations[2].Latitude,problem_desc.Locations[0].Longitude,problem_desc.Locations[1].Longitude,problem_desc.Locations[2].Longitude,problem_desc.NumVehicles,problem_desc.DepotIndex,problem_desc.MaxDistance,problem_desc.Values[0],problem_desc.Values[1],problem_desc.Values[2],problem_desc.Values[3],problem_desc.Values[4],problem_desc.Values[5],problem_desc.Values[6],problem_desc.Values[7],problem_desc.Values[8],problem_desc.Values[9],problem_desc.Values[10],problem_desc.Values[11],problem_desc.Values[12],problem_desc.Values[13],problem_desc.Values[14],problem_desc.Values[15],problem_desc.Values[16],problem_desc.Values[17],problem_desc.Values[18],problem_desc.Values[19],problem_desc.Values[20],problem_desc.Values[21],problem_desc.Values[22],problem_desc.Values[23],problem_desc.Values[24],problem_desc.Values[25],problem_desc.Values[26],problem_desc.Values[27],problem_desc.Values[28],problem_desc.Values[29],problem_desc.Values[30],problem_desc.Values[31],problem_desc.Values[32],problem_desc.Values[33],problem_desc.Values[34],problem_desc.Values[35],problem_desc.Values[36],problem_desc.Values[37],problem_desc.Values[38],problem_desc.Values[39],problem_desc.Values[40],problem_desc.Values[41],problem_desc.Values[42],problem_desc.Values[43],problem_desc.Values[44],problem_desc.Values[45],problem_desc.Values[46],problem_desc.Values[47],problem_desc.Values[48],problem_desc.Values[49],problem_desc.Weights[0][0],problem_desc.Weights[0][1],problem_desc.Weights[0][2],problem_desc.Weights[0][3],problem_desc.Weights[0][4],problem_desc.Weights[0][5],problem_desc.Weights[0][6],problem_desc.Weights[0][7],problem_desc.Weights[0][8],problem_desc.Weights[0][9],problem_desc.Weights[0][10],problem_desc.Weights[0][11],problem_desc.Weights[0][12],problem_desc.Weights[0][13],problem_desc.Weights[0][14],problem_desc.Weights[0][15],problem_desc.Weights[0][16],problem_desc.Weights[0][17],problem_desc.Weights[0][18],problem_desc.Weights[0][19],problem_desc.Weights[0][20],problem_desc.Weights[0][21],problem_desc.Weights[0][22],problem_desc.Weights[0][23],problem_desc.Weights[0][24],problem_desc.Weights[0][25],problem_desc.Weights[0][26],problem_desc.Weights[0][27],problem_desc.Weights[0][28],problem_desc.Weights[0][29],problem_desc.Weights[0][30],problem_desc.Weights[0][31],problem_desc.Weights[0][32],problem_desc.Weights[0][33],problem_desc.Weights[0][34],problem_desc.Weights[0][35],problem_desc.Weights[0][36],problem_desc.Weights[0][37],problem_desc.Weights[0][38],problem_desc.Weights[0][39],problem_desc.Weights[0][40],problem_desc.Weights[0][41],problem_desc.Weights[0][42],problem_desc.Weights[0][43],problem_desc.Weights[0][44],problem_desc.Weights[0][45],problem_desc.Weights[0][46],problem_desc.Weights[0][47],problem_desc.Weights[0][48],problem_desc.Weights[0][49],problem_desc.Capacities[0],problem_desc.Costs[0][0],problem_desc.Costs[0][1],problem_desc.Costs[0][2],problem_desc.Costs[0][3],problem_desc.Costs[1][0],problem_desc.Costs[1][1],problem_desc.Costs[1][2],problem_desc.Costs[1][3],problem_desc.Costs[2][0],problem_desc.Costs[2][1],problem_desc.Costs[2][2],problem_desc.Costs[2][3],problem_desc.Costs[3][0],problem_desc.Costs[3][1],problem_desc.Costs[3][2],problem_desc.Costs[3][3],problem_desc.Variables[0],problem_desc.Variables[1],problem_desc.Constraints[0],problem_desc.Constraints[1],problem_desc.Constraints[2],problem_desc.Constraints[3],problem_desc.Constraints[4],problem_desc.Objective,problem_desc.Arcs[0].start_node,problem_desc.Arcs[1].start_node,problem_desc.Arcs[2].start_node,problem_desc.Arcs[3].start_node,problem_desc.Arcs[4].start_node,problem_desc.Arcs[5].start_node,problem_desc.Arcs[6].start_node,problem_desc.Arcs[7].start_node,problem_desc.Arcs[8].start_node,problem_desc.Arcs[0].end_node,problem_desc.Arcs[1].end_node,problem_desc.Arcs[2].end_node,problem_desc.Arcs[3].end_node,problem_desc.Arcs[4].end_node,problem_desc.Arcs[5].end_node,problem_desc.Arcs[6].end_node,problem_desc.Arcs[7].end_node,problem_desc.Arcs[8].end_node,problem_desc.Arcs[0].capacity,problem_desc.Arcs[1].capacity,problem_desc.Arcs[2].capacity,problem_desc.Arcs[3].capacity,problem_desc.Arcs[4].capacity,problem_desc.Arcs[5].capacity,problem_desc.Arcs[6].capacity,problem_desc.Arcs[7].capacity,problem_desc.Arcs[8].capacity,problem_desc.Arcs[0].unit_cost,problem_desc.Arcs[1].unit_cost,problem_desc.Arcs[2].unit_cost,problem_desc.Arcs[3].unit_cost,problem_desc.Arcs[4].unit_cost,problem_desc.Arcs[5].unit_cost,problem_desc.Arcs[6].unit_cost,problem_desc.Arcs[7].unit_cost,problem_desc.Arcs[8].unit_cost,problem_desc.Supplies[0],problem_desc.Supplies[1],problem_desc.Supplies[2],problem_desc.Supplies[3],problem_desc.Supplies[4],problem_desc.board_size,user_id
66799a2ada3f76f2831913f8,1,4.0,3.0,3.0,2024-06-24T12:00:00.000Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66797085da3f76f283191156
66799a2ada3f76f2831913f9,1,5.0,2.0,4.0,2024-06-24T12:00:00.000Z,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66797085da3f76f28319111f
66799a2ada3f76f2831913fa,1,3.0,3.0,3.0,2024-06-24T12:00:00.000Z,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66797085da3f76f28319111f
66799a2ada3f76f2831913fb,1,4.0,2.0,5.0,2024-06-24T12:00:00.000Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66797085da3f76f283191125
66799a2ada3f76f2831913fc,1,6.0,3.0,2.0,2024-06-24T12:00:00.000Z,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66797085da3f76f283191127
66799a2ada3f76f2831913fd,1,3.0,4.0,3.0,2024-06-24T12:00:00.000Z,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66797085da3f76f283191114
66799a2ada3f76f2831913fe,1,5.0,3.0,4.0,2024-06-24T12:00:00.000Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66797085da3f76f28319113f
66799a2ada3f76f2831913ff,1,4.0,3.0,3.0,2024-06-24T12:00:00.000Z,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66797085da3f76f283191115
66799a2ada3f76f283191400,1,6.0,2.0,4.0,2024-06-24T12:00:00.000Z,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66797085da3f76f28319113e
66799a2ada3f76f283191401,1,3.0,3.0,5.0,2024-06-24T12:00:00.000Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66797085da3f76f283191119
